gene_id	gene_name	gene_type	mean_expression	median_expression
ENSG00000163956.13	LRPAP1	protein_coding	4961.472	3839.5
ENSG00000163958.14	ZDHHC19	protein_coding	65.72587	17.0
ENSG00000163959.10	SLC51A	protein_coding	277.87067	221.0
ENSG00000163960.12	UBXN7	protein_coding	6196.25	5382.5
ENSG00000163961.4	RNF168	protein_coding	2975.0078	2367.0
ENSG00000163964.17	PIGX	protein_coding	637.6187	525.5
ENSG00000163975.12	MELTF	protein_coding	474.24902	302.0
ENSG00000163982.6	OTOP1	protein_coding	0.32239383	0.0
ENSG00000163993.7	S100P	protein_coding	1661.2866	424.5
ENSG00000163995.21	ABLIM2	protein_coding	12.416023	7.0
ENSG00000164002.11	EXO5	protein_coding	140.03668	127.0
ENSG00000164007.11	CLDN19	protein_coding	36.917953	12.0
ENSG00000164008.16	C1orf50	protein_coding	330.71524	297.0
ENSG00000164010.15	ERMAP	protein_coding	1132.3649	718.5
ENSG00000164011.18	ZNF691	protein_coding	143.97876	97.5
ENSG00000164022.17	AIMP1	protein_coding	2426.4585	2182.5
ENSG00000164023.14	SGMS2	protein_coding	534.0473	280.5
ENSG00000164024.12	METAP1	protein_coding	1740.0598	1567.0
ENSG00000164031.17	DNAJB14	protein_coding	2731.111	2372.0
ENSG00000164032.12	H2AZ1	protein_coding	3779.447	2640.5
ENSG00000164035.10	EMCN	protein_coding	11.32722	2.0
ENSG00000164037.17	SLC9B1	protein_coding	49.08301	38.0
ENSG00000164038.16	SLC9B2	protein_coding	668.8813	509.0
ENSG00000164039.15	BDH2	protein_coding	307.0386	267.0
ENSG00000164040.18	PGRMC2	protein_coding	1215.1265	1063.0
ENSG00000164045.12	CDC25A	protein_coding	565.4006	403.0
ENSG00000164047.6	CAMP	protein_coding	2424.581	97.5
ENSG00000164048.14	ZNF589	protein_coding	766.2683	684.0
ENSG00000164049.14	FBXW12	protein_coding	6.7442083	5.0
ENSG00000164050.13	PLXNB1	protein_coding	891.4932	416.0
ENSG00000164051.14	CCDC51	protein_coding	123.53571	73.0
ENSG00000164053.21	ATRIP	protein_coding	453.4199	399.5
ENSG00000164054.15	SHISA5	protein_coding	3709.7268	3005.5
ENSG00000164056.11	SPRY1	protein_coding	1683.7587	696.0
ENSG00000164061.5	BSN	protein_coding	75.00965	53.0
ENSG00000164062.13	APEH	protein_coding	2644.079	2168.5
ENSG00000164066.13	INTU	protein_coding	164.87451	58.0
ENSG00000164068.16	RNF123	protein_coding	2366.7588	1726.5
ENSG00000164070.12	HSPA4L	protein_coding	149.38899	46.0
ENSG00000164073.11	MFSD8	protein_coding	690.6853	658.0
ENSG00000164074.15	ABHD18	protein_coding	894.4894	797.5
ENSG00000164076.17	CAMKV	protein_coding	59.116795	12.0
ENSG00000164077.14	MON1A	protein_coding	214.61293	149.5
ENSG00000164078.13	MST1R	protein_coding	35.33108	13.0
ENSG00000164080.13	RAD54L2	protein_coding	3426.2366	3212.0
ENSG00000164081.13	TEX264	protein_coding	1011.53864	824.5
ENSG00000164082.15	GRM2	protein_coding	90.53861	54.0
ENSG00000164086.10	DUSP7	protein_coding	1159.8745	729.5
ENSG00000164087.8	POC1A	protein_coding	330.9189	253.0
ENSG00000164088.18	PPM1M	protein_coding	1393.3079	948.0
ENSG00000164089.9	ETNPPL	protein_coding	0.75482625	0.0
ENSG00000164091.12	WDR82	protein_coding	6644.3823	6343.5
ENSG00000164093.17	PITX2	protein_coding	3.434363	0.0
ENSG00000164096.13	C4orf3	protein_coding	2112.0337	1295.0
ENSG00000164099.3	PRSS12	protein_coding	16.794401	4.0
ENSG00000164100.9	NDST3	protein_coding	109.051155	8.0
ENSG00000164104.12	HMGB2	protein_coding	9816.174	6784.5
ENSG00000164105.4	SAP30	protein_coding	1005.4344	460.5
ENSG00000164106.8	SCRG1	protein_coding	68.10907	33.0
ENSG00000164107.9	HAND2	protein_coding	0.47200772	0.0
ENSG00000164109.14	MAD2L1	protein_coding	703.2867	504.0
ENSG00000164111.15	ANXA5	protein_coding	3886.671	1981.0
ENSG00000164112.13	TMEM155	protein_coding	5.0830116	1.0
ENSG00000164113.11	ADAD1	protein_coding	1.4054054	0.0
ENSG00000164114.19	MAP9	protein_coding	99.88127	44.0
ENSG00000164116.17	GUCY1A1	protein_coding	1867.5627	855.0
ENSG00000164117.14	FBXO8	protein_coding	369.46042	341.0
ENSG00000164118.13	CEP44	protein_coding	881.5521	847.0
ENSG00000164120.14	HPGD	protein_coding	324.70175	100.0
ENSG00000164122.9	ASB5	protein_coding	0.8889961	0.0
ENSG00000164123.7	C4orf45	protein_coding	16.181467	11.0
ENSG00000164124.11	TMEM144	protein_coding	282.8861	210.0
ENSG00000164125.16	GASK1B	protein_coding	847.501	206.0
ENSG00000164128.7	NPY1R	protein_coding	4.3069496	0.0
ENSG00000164129.12	NPY5R	protein_coding	0.2837838	0.0
ENSG00000164134.13	NAA15	protein_coding	3308.8696	3096.5
ENSG00000164136.17	IL15	protein_coding	134.45174	61.0
ENSG00000164142.16	FAM160A1	protein_coding	85.89865	30.5
ENSG00000164144.16	ARFIP1	protein_coding	471.24228	340.0
ENSG00000164151.12	ICE1	protein_coding	3325.5105	3218.0
ENSG00000164161.10	HHIP	protein_coding	66.13803	14.0
ENSG00000164162.14	ANAPC10	protein_coding	178.02026	159.0
ENSG00000164163.11	ABCE1	protein_coding	2334.7124	1949.0
ENSG00000164164.17	OTUD4	protein_coding	6147.6187	5578.5
ENSG00000164167.12	LSM6	protein_coding	496.75964	405.5
ENSG00000164168.8	TMEM184C	protein_coding	908.722	748.5
ENSG00000164169.13	PRMT9	protein_coding	797.1776	721.5
ENSG00000164171.11	ITGA2	protein_coding	120.40347	50.0
ENSG00000164172.20	MOCS2	protein_coding	346.09845	270.0
ENSG00000164175.15	SLC45A2	protein_coding	8.831081	3.0
ENSG00000164176.13	EDIL3	protein_coding	244.11969	6.0
ENSG00000164180.14	TMEM161B	protein_coding	782.12933	729.0
ENSG00000164181.14	ELOVL7	protein_coding	160.58687	49.0
ENSG00000164182.12	NDUFAF2	protein_coding	289.43918	188.0
ENSG00000164185.6	ZNF474	protein_coding	8.1418915	4.0
ENSG00000164187.7	LMBRD2	protein_coding	670.00287	579.0
ENSG00000164188.9	RANBP3L	protein_coding	22.59556	5.0
ENSG00000164190.19	NIPBL	protein_coding	10169.714	9864.0
ENSG00000164197.12	RNF180	protein_coding	5.287645	1.0
ENSG00000164199.18	ADGRV1	protein_coding	116.90058	30.0
ENSG00000164209.17	SLC25A46	protein_coding	1740.4199	1484.0
ENSG00000164211.13	STARD4	protein_coding	1238.918	931.5
ENSG00000164219.10	PGGT1B	protein_coding	1383.3784	1291.5
ENSG00000164220.7	F2RL2	protein_coding	107.96525	47.0
ENSG00000164221.13	CCDC112	protein_coding	289.73166	168.0
ENSG00000164236.12	ANKRD33B	protein_coding	1371.2789	991.0
ENSG00000164237.9	CMBL	protein_coding	519.6969	272.0
ENSG00000164241.13	C5orf63	protein_coding	197.54633	126.0
ENSG00000164244.21	PRRC1	protein_coding	2612.5771	2357.0
ENSG00000164251.5	F2RL1	protein_coding	165.5193	51.0
ENSG00000164252.13	AGGF1	protein_coding	460.25192	386.0
ENSG00000164253.14	WDR41	protein_coding	1790.0386	1625.5
ENSG00000164256.11	PRDM9	protein_coding	0.6727799	0.0
ENSG00000164258.12	NDUFS4	protein_coding	860.667	650.5
ENSG00000164265.9	SCGB3A2	protein_coding	9.206564	0.0
ENSG00000164266.11	SPINK1	protein_coding	6.931467	0.0
ENSG00000164270.18	HTR4	protein_coding	2.2335908	1.0
ENSG00000164283.13	ESM1	protein_coding	9.341699	2.0
ENSG00000164284.15	GRPEL2	protein_coding	461.20175	362.5
ENSG00000164287.13	CDC20B	protein_coding	3.446911	2.0
ENSG00000164291.17	ARSK	protein_coding	130.03572	94.5
ENSG00000164292.13	RHOBTB3	protein_coding	1579.5319	981.5
ENSG00000164294.14	GPX8	protein_coding	7.7355213	2.0
ENSG00000164296.7	TIGD6	protein_coding	100.7944	80.0
ENSG00000164299.7	SPZ1	protein_coding	0.8542471	0.0
ENSG00000164300.17	SERINC5	protein_coding	2418.4536	1785.5
ENSG00000164303.11	ENPP6	protein_coding	4.2664094	1.0
ENSG00000164304.16	CAGE1	protein_coding	23.041506	17.0
ENSG00000164305.19	CASP3	protein_coding	1844.2056	1350.5
ENSG00000164306.11	PRIMPOL	protein_coding	350.7828	285.0
ENSG00000164307.13	ERAP1	protein_coding	4311.591	3930.0
ENSG00000164308.17	ERAP2	protein_coding	3153.6323	2226.0
ENSG00000164309.15	CMYA5	protein_coding	78.61776	35.0
ENSG00000164318.18	EGFLAM	protein_coding	2.2229729	0.0
ENSG00000164323.14	CFAP97	protein_coding	1195.2327	893.5
ENSG00000164325.8	TMEM174	protein_coding	0.1515444	0.0
ENSG00000164326.5	CARTPT	protein_coding	0.17277992	0.0
ENSG00000164327.13	RICTOR	protein_coding	8304.456	6386.0
ENSG00000164329.13	TENT2	protein_coding	4492.614	4266.5
ENSG00000164330.17	EBF1	protein_coding	311.15927	83.5
ENSG00000164331.10	ANKRA2	protein_coding	651.7857	612.0
ENSG00000164332.8	UBLCP1	protein_coding	943.2799	736.5
ENSG00000164334.15	FAM170A	protein_coding	0.80598456	0.0
ENSG00000164338.10	UTP15	protein_coding	747.3986	648.5
ENSG00000164342.13	TLR3	protein_coding	54.94498	22.0
ENSG00000164344.16	KLKB1	protein_coding	13.925675	5.0
ENSG00000164346.10	NSA2	protein_coding	2906.4932	1730.0
ENSG00000164347.18	GFM2	protein_coding	826.278	752.0
ENSG00000164362.21	TERT	protein_coding	94.336876	27.0
ENSG00000164363.10	SLC6A18	protein_coding	1.0984555	0.0
ENSG00000164366.4	CCDC127	protein_coding	241.52124	198.0
ENSG00000164379.7	FOXQ1	protein_coding	6.608108	0.0
ENSG00000164385.9	LINC01600	lncRNA	12.02027	7.0
ENSG00000164393.8	ADGRF2	protein_coding	5.757722	1.0
ENSG00000164398.15	ACSL6	protein_coding	383.7442	64.5
ENSG00000164399.5	IL3	protein_coding	1.753861	0.0
ENSG00000164400.6	CSF2	protein_coding	9.302124	0.0
ENSG00000164402.14	SEPTIN8	protein_coding	543.97974	369.5
ENSG00000164403.15	SHROOM1	protein_coding	59.87162	24.0
ENSG00000164404.8	GDF9	protein_coding	49.762547	32.0
ENSG00000164405.11	UQCRQ	protein_coding	835.97876	532.0
ENSG00000164406.8	LEAP2	protein_coding	87.33591	63.0
ENSG00000164411.12	GJB7	protein_coding	39.252895	25.0
ENSG00000164414.18	SLC35A1	protein_coding	190.45078	123.0
ENSG00000164418.21	GRIK2	protein_coding	2.7837837	1.0
ENSG00000164430.16	CGAS	protein_coding	1217.2142	1039.5
ENSG00000164434.12	FABP7	protein_coding	0.3600386	0.0
ENSG00000164438.6	TLX3	protein_coding	0.69787645	0.0
ENSG00000164440.15	TXLNB	protein_coding	91.946915	40.5
ENSG00000164442.10	CITED2	protein_coding	8589.593	5010.5
ENSG00000164451.13	CALHM4	protein_coding	0.41409266	0.0
ENSG00000164458.10	TBXT	protein_coding	0.8050193	0.0
ENSG00000164463.12	CREBRF	protein_coding	4225.4033	3564.0
ENSG00000164465.19	DCBLD1	protein_coding	129.93822	73.5
ENSG00000164466.13	SFXN1	protein_coding	1540.3861	1195.5
ENSG00000164483.17	SAMD3	protein_coding	124.063705	49.0
ENSG00000164484.12	TMEM200A	protein_coding	36.381275	6.0
ENSG00000164485.15	IL22RA2	protein_coding	18.412163	1.0
ENSG00000164488.12	DACT2	protein_coding	0.2084942	0.0
ENSG00000164494.12	PDSS2	protein_coding	486.0859	438.5
ENSG00000164500.7	SPATA48	protein_coding	2.815637	0.0
ENSG00000164506.14	STXBP5	protein_coding	3890.1758	3224.0
ENSG00000164508.5	H2AC1	protein_coding	0.10135135	0.0
ENSG00000164509.15	IL31RA	protein_coding	186.86003	44.0
ENSG00000164512.18	ANKRD55	protein_coding	48.25772	20.0
ENSG00000164520.11	RAET1E	protein_coding	5.1274133	2.0
ENSG00000164530.15	PI16	protein_coding	22.570463	11.0
ENSG00000164532.11	TBX20	protein_coding	6.830116	0.0
ENSG00000164535.15	DAGLB	protein_coding	2880.0898	2513.0
ENSG00000164542.13	KIAA0895	protein_coding	232.33301	152.0
ENSG00000164543.7	STK17A	protein_coding	2303.9846	1718.5
ENSG00000164548.11	TRA2A	protein_coding	6614.2373	6153.0
ENSG00000164556.7	FAM183BP	processed_pseudogene	65.63803	44.0
ENSG00000164574.16	GALNT10	protein_coding	2298.9497	2041.0
ENSG00000164576.12	SAP30L	protein_coding	977.1834	819.0
ENSG00000164587.13	RPS14	protein_coding	33817.13	18976.5
ENSG00000164588.8	HCN1	protein_coding	3.0482626	0.0
ENSG00000164591.14	MYOZ3	protein_coding	100.71429	51.0
ENSG00000164597.15	COG5	protein_coding	1922.5724	1911.0
ENSG00000164600.7	NEUROD6	protein_coding	0.09169884	0.0
ENSG00000164603.12	BMT2	protein_coding	691.38226	593.5
ENSG00000164604.13	GPR85	protein_coding	56.850388	11.0
ENSG00000164609.10	SLU7	protein_coding	3049.972	2503.0
ENSG00000164610.9	RP9	protein_coding	360.75482	252.5
ENSG00000164611.13	PTTG1	protein_coding	844.95074	543.5
ENSG00000164615.6	CAMLG	protein_coding	2075.2258	1651.5
ENSG00000164616.16	FBXL21P	transcribed_unitary_pseudogene	0.5096525	0.0
ENSG00000164619.10	BMPER	protein_coding	10.869691	3.0
ENSG00000164620.9	RELL2	protein_coding	148.85811	96.0
ENSG00000164621.5	SMAD5-AS1	lncRNA	18.139961	12.5
ENSG00000164626.9	KCNK5	protein_coding	963.7336	528.5
ENSG00000164627.18	KIF6	protein_coding	35.409267	15.0
ENSG00000164631.19	ZNF12	protein_coding	1461.3794	1315.5
ENSG00000164638.10	SLC29A4	protein_coding	87.73359	37.0
ENSG00000164645.3	TEX47	protein_coding	0.1042471	0.0
ENSG00000164647.9	STEAP1	protein_coding	4.949807	0.0
ENSG00000164649.20	CDCA7L	protein_coding	1923.3137	1536.0
ENSG00000164651.17	SP8	protein_coding	45.76351	0.0
ENSG00000164654.16	MIOS	protein_coding	1496.1342	1468.5
ENSG00000164659.15	ELAPOR2	protein_coding	257.48456	61.0
ENSG00000164663.14	USP49	protein_coding	1269.0502	1223.5
ENSG00000164669.13	INTS4P1	transcribed_unprocessed_pseudogene	14.525097	9.0
ENSG00000164674.16	SYTL3	protein_coding	826.71234	525.0
ENSG00000164675.11	IQUB	protein_coding	10.234556	8.0
ENSG00000164683.18	HEY1	protein_coding	34.96139	3.0
ENSG00000164684.13	ZNF704	protein_coding	499.8031	162.0
ENSG00000164687.11	FABP5	protein_coding	416.59073	211.5
ENSG00000164690.8	SHH	protein_coding	20.3639	9.0
ENSG00000164691.18	TAGAP	protein_coding	3904.0415	2892.5
ENSG00000164692.18	COL1A2	protein_coding	226.51834	21.0
ENSG00000164694.17	FNDC1	protein_coding	7.181467	3.0
ENSG00000164695.5	CHMP4C	protein_coding	6.3436294	1.0
ENSG00000164707.15	SLC13A4	protein_coding	138.92181	79.0
ENSG00000164708.6	PGAM2	protein_coding	0.0	0.0
ENSG00000164713.10	BRI3	protein_coding	3048.2075	2008.5
ENSG00000164715.6	LMTK2	protein_coding	2750.4739	1839.5
ENSG00000164729.7	SLC35G3	protein_coding	2.476834	1.0
ENSG00000164733.22	CTSB	protein_coding	14681.566	9171.5
ENSG00000164736.6	SOX17	protein_coding	1.5627413	0.0
ENSG00000164740.5	SEPTIN7P5	processed_pseudogene	1.042471	0.0
ENSG00000164741.15	DLC1	protein_coding	1383.9121	441.0
ENSG00000164742.16	ADCY1	protein_coding	91.96236	38.0
ENSG00000164743.5	C8orf48	protein_coding	3.6148648	0.0
ENSG00000164744.13	SUN3	protein_coding	5.418919	4.0
ENSG00000164746.14	C7orf57	protein_coding	7.5241313	4.0
ENSG00000164749.13	HNF4G	protein_coding	4.291506	0.0
ENSG00000164751.15	PEX2	protein_coding	1245.5232	1099.5
ENSG00000164754.15	RAD21	protein_coding	8875.022	7880.0
ENSG00000164756.12	SLC30A8	protein_coding	5.519305	0.0
ENSG00000164758.7	MED30	protein_coding	889.71045	552.5
ENSG00000164761.9	TNFRSF11B	protein_coding	4.3706565	1.0
ENSG00000164764.11	SBSPON	protein_coding	42.307915	32.0
ENSG00000164776.10	PHKG1	protein_coding	428.9305	302.0
ENSG00000164778.4	EN2	protein_coding	5.9179535	0.0
ENSG00000164794.9	KCNV1	protein_coding	0.7200772	0.0
ENSG00000164796.18	CSMD3	protein_coding	24.762548	1.0
ENSG00000164808.17	SPIDR	protein_coding	2936.7615	2659.0
ENSG00000164815.11	ORC5	protein_coding	363.556	322.5
ENSG00000164816.8	DEFA5	protein_coding	0.3880309	0.0
ENSG00000164818.16	DNAAF5	protein_coding	782.4595	632.5
ENSG00000164821.5	DEFA4	protein_coding	2956.1997	205.5
ENSG00000164822.5	DEFA6	protein_coding	1.4826255	0.0
ENSG00000164823.11	OSGIN2	protein_coding	1697.0627	1403.5
ENSG00000164825.4	DEFB1	protein_coding	187.71526	6.0
ENSG00000164828.18	SUN1	protein_coding	1636.3214	1449.0
ENSG00000164830.18	OXR1	protein_coding	1847.831	1731.5
ENSG00000164841.5	TMEM74	protein_coding	5.792471	1.0
ENSG00000164845.16	FAM86FP	transcribed_unprocessed_pseudogene	28.222973	21.0
ENSG00000164849.10	GPR146	protein_coding	73.44305	48.0
ENSG00000164850.15	GPER1	protein_coding	80.11197	44.0
ENSG00000164853.9	UNCX	protein_coding	64.15058	0.0
ENSG00000164855.16	TMEM184A	protein_coding	376.69498	248.0
ENSG00000164867.11	NOS3	protein_coding	36.273167	20.0
ENSG00000164871.17	SPAG11B	protein_coding	0.13223939	0.0
ENSG00000164877.19	MICALL2	protein_coding	1554.9219	1067.0
ENSG00000164879.7	CA3	protein_coding	58.059845	15.0
ENSG00000164880.16	INTS1	protein_coding	7090.8843	6321.5
ENSG00000164885.13	CDK5	protein_coding	378.19595	270.0
ENSG00000164889.15	SLC4A2	protein_coding	1691.9845	1425.5
ENSG00000164893.9	SLC7A13	protein_coding	0.16409266	0.0
ENSG00000164896.20	FASTK	protein_coding	1460.4324	1328.5
ENSG00000164897.14	TMUB1	protein_coding	827.4865	624.5
ENSG00000164898.13	FMC1	protein_coding	27.17278	17.0
ENSG00000164900.4	GBX1	protein_coding	1.4247104	0.0
ENSG00000164902.14	PHAX	protein_coding	540.96045	361.0
ENSG00000164904.18	ALDH7A1	protein_coding	212.08301	102.5
ENSG00000164916.11	FOXK1	protein_coding	5603.7056	4813.5
ENSG00000164919.11	COX6C	protein_coding	1463.2384	973.0
ENSG00000164920.9	OSR2	protein_coding	30.525097	9.0
ENSG00000164924.18	YWHAZ	protein_coding	30058.424	26327.0
ENSG00000164929.17	BAALC	protein_coding	1446.4141	325.0
ENSG00000164930.12	FZD6	protein_coding	284.89093	120.0
ENSG00000164932.13	CTHRC1	protein_coding	55.352318	18.0
ENSG00000164933.12	SLC25A32	protein_coding	52.175674	39.5
ENSG00000164934.14	DCAF13	protein_coding	1192.472	988.0
ENSG00000164935.6	DCSTAMP	protein_coding	19.552124	4.0
ENSG00000164938.14	TP53INP1	protein_coding	5514.146	3788.0
ENSG00000164941.14	INTS8	protein_coding	2518.305	2300.0
ENSG00000164944.12	VIRMA	protein_coding	3206.6448	2962.5
ENSG00000164946.20	FREM1	protein_coding	244.25868	3.0
ENSG00000164949.8	GEM	protein_coding	58.722973	18.0
ENSG00000164951.16	PDP1	protein_coding	1063.8108	900.5
ENSG00000164953.16	TMEM67	protein_coding	274.70078	211.5
ENSG00000164961.16	WASHC5	protein_coding	2567.1409	2476.5
ENSG00000164967.10	RPP25L	protein_coding	221.42375	141.0
ENSG00000164970.15	FAM219A	protein_coding	449.64285	376.0
ENSG00000164972.13	C9orf24	protein_coding	12.285714	8.0
ENSG00000164975.15	SNAPC3	protein_coding	994.9768	860.5
ENSG00000164976.9	MYORG	protein_coding	85.27413	62.0
ENSG00000164978.18	NUDT2	protein_coding	320.74518	257.0
ENSG00000164983.7	TMEM65	protein_coding	1582.8301	1267.0
ENSG00000164985.15	PSIP1	protein_coding	3286.1536	2829.5
ENSG00000164989.17	CCDC171	protein_coding	489.5251	337.0
ENSG00000165006.14	UBAP1	protein_coding	4873.9565	3991.5
ENSG00000165023.7	DIRAS2	protein_coding	1.507722	0.0
ENSG00000165025.15	SYK	protein_coding	9062.164	7500.5
ENSG00000165028.12	NIPSNAP3B	protein_coding	392.4083	293.5
ENSG00000165029.17	ABCA1	protein_coding	3978.3157	2216.0
ENSG00000165030.4	NFIL3	protein_coding	4934.109	3391.0
ENSG00000165046.13	LETM2	protein_coding	405.00772	300.5
ENSG00000165055.16	METTL2B	protein_coding	564.5647	517.5
ENSG00000165059.8	PRKACG	protein_coding	3.1785715	1.0
ENSG00000165060.15	FXN	protein_coding	627.4054	562.0
ENSG00000165061.15	ZMAT4	protein_coding	2.4980695	0.0
ENSG00000165066.13	NKX6-3	protein_coding	4.468147	1.0
ENSG00000165071.15	TMEM71	protein_coding	1516.8011	1098.0
ENSG00000165072.10	MAMDC2	protein_coding	830.88995	134.0
ENSG00000165076.14	PRSS37	protein_coding	4.4401546	2.0
ENSG00000165078.13	CPA6	protein_coding	39.897682	12.0
ENSG00000165084.16	C8orf34	protein_coding	1.3803089	0.0
ENSG00000165091.18	TMC1	protein_coding	3.8561776	2.0
ENSG00000165092.13	ALDH1A1	protein_coding	586.1544	77.5
ENSG00000165097.16	KDM1B	protein_coding	3081.637	2632.0
ENSG00000165102.15	HGSNAT	protein_coding	3394.8967	2998.0
ENSG00000165105.10	RASEF	protein_coding	9.563706	1.0
ENSG00000165113.13	GKAP1	protein_coding	232.78282	183.5
ENSG00000165115.15	KIF27	protein_coding	342.39285	290.0
ENSG00000165118.15	C9orf64	protein_coding	153.86777	94.5
ENSG00000165119.21	HNRNPK	protein_coding	21912.49	20398.0
ENSG00000165120.5	SSMEM1	protein_coding	1.3803089	0.0
ENSG00000165121.11	AL353743.1	transcribed_unprocessed_pseudogene	335.78668	292.0
ENSG00000165124.18	SVEP1	protein_coding	26.458494	7.0
ENSG00000165125.22	TRPV6	protein_coding	63.99807	35.0
ENSG00000165131.8	LLCFC1	protein_coding	31.032818	6.0
ENSG00000165138.18	ANKS6	protein_coding	343.09943	230.5
ENSG00000165140.11	FBP1	protein_coding	591.9778	195.0
ENSG00000165152.9	PGAP4	protein_coding	48.955597	4.0
ENSG00000165156.15	ZHX1	protein_coding	1748.1361	1525.0
ENSG00000165164.14	CFAP47	protein_coding	23.682432	3.0
ENSG00000165168.8	CYBB	protein_coding	14816.062	5746.0
ENSG00000165169.11	DYNLT3	protein_coding	688.44403	528.5
ENSG00000165171.11	METTL27	protein_coding	12.686294	4.0
ENSG00000165175.16	MID1IP1	protein_coding	3892.5762	2899.0
ENSG00000165178.9	NCF1C	unprocessed_pseudogene	1272.0657	500.0
ENSG00000165181.16	SHOC1	protein_coding	86.03475	36.0
ENSG00000165182.12	CXorf58	protein_coding	9.385135	5.0
ENSG00000165185.15	KIAA1958	protein_coding	1289.1428	1131.0
ENSG00000165186.12	PTCHD1	protein_coding	3.9681468	2.0
ENSG00000165188.13	RNF183	protein_coding	8.975869	6.0
ENSG00000165192.14	ASB11	protein_coding	5.2635136	3.0
ENSG00000165194.15	PCDH19	protein_coding	80.96139	1.0
ENSG00000165195.16	PIGA	protein_coding	2220.9333	1812.5
ENSG00000165197.5	VEGFD	protein_coding	1.6583011	0.0
ENSG00000165202.3	OR1Q1	protein_coding	3.627413	1.0
ENSG00000165204.3	OR1K1	protein_coding	4.181467	2.0
ENSG00000165209.19	STRBP	protein_coding	1603.6467	1375.0
ENSG00000165215.6	CLDN3	protein_coding	11.925675	3.0
ENSG00000165219.22	GAPVD1	protein_coding	6381.145	5481.5
ENSG00000165233.18	CARD19	protein_coding	3783.7268	2687.5
ENSG00000165238.16	WNK2	protein_coding	20.646719	6.5
ENSG00000165240.20	ATP7A	protein_coding	1040.8572	856.0
ENSG00000165244.7	ZNF367	protein_coding	799.6612	603.5
ENSG00000165246.14	NLGN4Y	protein_coding	6.068533	0.0
ENSG00000165259.14	HDX	protein_coding	61.531853	27.0
ENSG00000165264.11	NDUFB6	protein_coding	504.31757	330.0
ENSG00000165269.13	AQP7	protein_coding	9.160232	5.0
ENSG00000165271.17	NOL6	protein_coding	2056.7441	1800.0
ENSG00000165272.16	AQP3	protein_coding	448.09845	199.0
ENSG00000165275.10	TRMT10B	protein_coding	437.75772	415.0
ENSG00000165280.17	VCP	protein_coding	11909.919	10966.5
ENSG00000165282.14	PIGO	protein_coding	1158.1573	1112.5
ENSG00000165283.16	STOML2	protein_coding	1957.1477	1519.5
ENSG00000165288.11	BRWD3	protein_coding	3062.752	2993.5
